id,type,sku,name,productCategory,productImage,sizes,colors,stock,instock,description,discountedPrice,price,discount,newLaunch,templateKey,productDetails,materialName,sleeves,neckType,fabricType,packaging,washCare,ocassions,waistBand,fit
40,variable,DW20LC14PI,Jacquard Top with Net Lehenga-Pink,girls,productimages/DW20LC14PI-2.JPG,"14-(6-12 Months),16-(1-2 Years),18-(2-3 Years),20-(3-4 Years)",pink,1,TRUE,Jacquard Top with Net Lehenga-Pink,55,70,,TRUE,products-page,BownBee Half Sleeves Motif Pattern Choli With Lehenga & Dupatta - Pink,Jacquard,Half sleeves,Round Neck,Woven,Single,Dryclean,Ethnic,Elastic,Regular
41,variable,DW20LC14GR,Jacquard Top with Net Lehenga-Green,girls,productimages/DW20LC14GR-2.JPG,"14-(6-12 Months),18-(2-3 Years),20-(3-4 Years),22-(4-5 Years),24-(5-6 Years),26-(6-7 Years),30-(8-9 Years)",green,1,TRUE,Jacquard Top with Net Lehenga-Green,55,70,,TRUE,products-page,BownBee Half Sleeves Motif Pattern Choli With Lehenga & Dupatta - Green Orange,Jacquard,Half sleeves,Round Neck,Woven,Single,Dryclean,Ethnic,Elastic,Regular
43,variable,SS21IW22PR,Jacquard Sleeveless Pelum With Silk Dhoti- Purple,girls,productimages/SS21IW22PR-2.JPG,"16-(1-2 Years),18-(2-3 Years),20-(3-4 Years),22-(4-5 Years),24-(5-6 Years),26-(6-7 Years),32-(10-11 Years),36-(12-13 Years)",purple,1,TRUE,Jacquard Sleeveless Pelum With Silk Dhoti- Purple,55,80,,TRUE,products-page,BownBee Flower Print Sleeveless Top With Silk Dhoti - Purple,Jacquard,Sleeveless,Round Neck,Woven,Single,Dryclean,Ethnic,Elastic,Regular
44,variable,SS21IW22GR,Jacquard Sleeveless Pelum With Silk Dhoti- Green,girls,productimages/SS21IW22GR-4.JPG,"16-(1-2 Years),18-(2-3 Years),22-(4-5 Years),24-(5-6 Years),26-(6-7 Years),32-(10-11 Years)",green,1,TRUE,Jacquard Sleeveless Pelum With Silk Dhoti- Green,55,80,,TRUE,products-page,BownBee Flower Print Sleeveless Top With Silk Dhoti - Green,Jacquard,Sleeveless,Round Neck,Woven,Single,Dryclean,Ethnic,Elastic,Regular
45,variable,DW20LC09PI,Round Panel Foil Print Lehenga- Pink,girls,productimages/DW20LC09PI-3.JPG,"14-(6-12 Months),16-(1-2 Years),20-(3-4 Years),22-(4-5 Years),26-(6-7 Years),30-(8-9 Years),34-(10-11 Years)",pink,1,TRUE,Round Panel Foil Print Lehenga- Pink,55,75,,TRUE,products-page,BownBee Sleeveless Motif Print Choli With Lehenga & Dupatta - Pink,Silk Blend,Sleeveless,Round Neck,Woven,With Dupatta,Dryclean,Ethnic,Elastic,Regular
46,variable,DW20LC09BL,Round Panel Foil Print Lehenga- Blue,girls,productimages/DW20LC09BL-3.JPG,"14-(6-12 Months),16-(1-2 Years),20-(3-4 Years),22-(4-5 Years),24-(5-6 Years),26-(6-7 Years),30-(8-9 Years),34-(10-11 Years)",blue,1,TRUE,Round Panel Foil Print Lehenga- Blue,55,75,,TRUE,products-page,BownBee Sleeveless Motif Print Choli With Lehenga & Dupatta - Blue,Silk Blend,Sleeveless,Round Neck,Woven,With Dupatta,Dryclean,Ethnic,Elastic,Regular
47,variable,RK20KD03YL,Silk Kurti Dhoti With Leheriya Dupatta For Girls-Yellow,girls,productimages/RK20KD03YL-2.JPG,"18-(2-3 Years),22-(4-5 Years),24-(5-6 Years),26-(6-7 Years),28-(7-8 Years),32-(9-10 Years),36-(12-13 Years)",yellow,1,TRUE,Silk Kurti Dhoti With Leheriya Dupatta For Girls-Yellow,50,70,,TRUE,products-page,BownBee Sleeveless Solid Kurta & Dhoti With Leheriya Dupatta - Yellow,Silk Blend,Sleeveless,Round Neck,Woven,With Dupatta,Dryclean,Ethnic,Elastic,Regular
48,variable,RK20KD03WH,Silk Kurti Dhoti With Leheriya Dupatta For Girls-White,girls,productimages/RK20KD03WH-4.JPG,"16-(1-2 Years),18-(2-3 Years),20-(3-4 Years),22-(4-5 Years),24-(5-6 Years),26-(6-7 Years),28-(7-8 Years),32-(9-10 Years),36-(12-13 Years)",white,1,TRUE,Silk Kurti Dhoti With Leheriya Dupatta For Girls-White,50,70,,TRUE,products-page,BownBee Sleeveless Solid Kurta & Dhoti With Leheriya Dupatta - White,Silk Blend,Sleeveless,Round Neck,Woven,With Dupatta,Dryclean,Ethnic,Elastic,Regular
49,variable,AW20IW21OR,Jacquard Half Sleeve Peplum With Dhoti- Orange,girls,productimages/AW20IW21OR.JPG,"28-(7-8 Years),32-(9-10 Years),36-(12-13 Years)",orange,1,TRUE,Jacquard Half Sleeve Peplum With Dhoti- Orange,55,80,,TRUE,products-page,BownBee Jacquard Short Sleeves Peplum With Dhoti- Orange,Silk Blend,Cap Sleeves,Round Neck,Woven,Top and Dhoti,Dryclean,Ethnic,Elastic,Regular
50,variable,AW20IW21PI,Jacquard Half Sleeve Peplum With yellow Dhoti- Pink,girls,productimages/AW20IW21PI.JPG,"28-(7-8 Years),32-(9-10 Years),36-(12-13 Years)",pink,1,TRUE,Jacquard Half Sleeve Peplum With Dhoti- Pink,55,80,,TRUE,products-page,BownBee Jacquard Short Sleeve Peplum With Dhoti- Pink,Silk Blend,Cap Sleeves,Round Neck,Woven,Top and Dhoti,Dryclean,Ethnic,Elastic,Regular
51,variable,GIW035PI,Jacquard Peplum Dhoti Set For Baby Girl- Pink,girls,productimages/GIW035PI-4.JPG,"16-(6-12Month),18-(1-2 Years),20-(2-3 Years),22-(3-4 Years),24-(4-5 Years),26-(5-6 Years),28-(6-7 Years)",pink,1,TRUE,Jacquard Peplum Dhoti Set For Baby Girl- Pink,55,75,,TRUE,products-page,Bownbee Printed Pom Pom Decorated Peplum Short Sleeves Top With Dhoti - Pink,Silk Blend,Cap Sleeves,Round,Woven,Single,Dryclean,Ethnic,Elastic,Regular
52,variable,AW20IW11PI,Jacquard Half Sleeve Peplum With Dhoti- Pink,girls,productimages/AW20IW11PI-2.JPG,"18-(2-3 Years),20-(3-4 Years),22-(4-5 Years),24-(5-6 Years),26-(6-7 Years),28-(7-8 Years),32-(10-11 Years),36-(12-13 Years)",pink,1,TRUE,Jacquard Half Sleeve Peplum With Dhoti- Pink,55,80,,TRUE,products-page,BownBee Jacquard Short Sleeves Brocade Work Top With Contrast Dhoti - Orange Green,Jacquard,Half sleeves,Round Neck,Woven,Single,Dryclean,Ethnic,Elastic,Regular
53,variable,AW20IW11BL,Jacquard Half Sleeve Peplum With Dhoti- Blue,girls,productimages/AW20IW11BL-2.JPG,"16-(6-12Month),18-(2-3 Years),20-(3-4 Years),22-(4-5 Years),24-(5-6 Years),26-(6-7 Years),28-(7-8 Years),32-(10-11 Years),36-(12-13 Years)",blue,1,TRUE,Jacquard Half Sleeve Peplum With Dhoti- Blue,55,80,,TRUE,products-page,BownBee Jacquard Short Sleeves Brocade Work Top With Contrast Dhoti - Blue Orange,Jacquard,Half sleeves,Round Neck,Woven,Single,Dryclean,Ethnic,Elastic,Regular
54,variable,PG21PV03PI,Half Sleeve South Indian Pavda Pattu Lehenga- Pink,girls,productimages/PG21PV03PI-1.JPG,"18-(6-12 Months),20-(1-2 Years),22-(2-3 Years),24-(4-5 Years),26-(5-6 Years),28-(6-7 Years),30-(8-9 Years),32-(10-11 Years",pink,1,TRUE,Half Sleeve South Indian Pavda Pattu Lehenga- Pink,45,60,,TRUE,products-page,BownBee Half Sleeves Choli With South Indian Pavda Pattu Lehenga - Pink,Silk Blend,Half sleeves,Round Neck,Woven,Single,Dryclean,Ethnic,Elastic,Regular
55,variable,PG20PV01WH,Half Sleeve South Indian Pavda Pattu Lehenga- White,girls,productimages/PG20PV01WH-3.JPG,"18-(6-12 Months),20-(1-2 Years),22-(2-3 Years),24-(4-5 Years),26-(5-6 Years),28-(6-7 Years),32-(10-11 Years)",white,1,TRUE,Half Sleeve South Indian Pavda Pattu Lehenga- White,45,60,,TRUE,products-page,BownBee Cap Sleeves Pavda Pattu Lehenga - White,Silk Blend,Half Sleeves,Round,Woven,With Lehenga,Dryclean,Ethnic,Elastic,Regular
57,variable,NV19LC14YL,Rayon Chaniya Choli - Yellow,girls,productimages/NV19LC14YL-7.JPG,"12-(6-12 Months),18-(2-3Years),21-(3-4Years)",yellow,1,TRUE,Rayon Chaniya Choli - Yellow,45,60,,TRUE,products-page,Bownbee Motif Embroidery Half Sleeves Choli With Dupatta & Lehenga Set - Yellow,Cotton,Sleeveless,Round,Woven,With Lehenga,Dryclean,Ethnic,Elastic,Regular
59,variable,NV20LC10YW,Mirror Embroidery Chaniya Choli- Yellow,girls,productimages/NV20LC10YW-3.JPG,"12-(6-12 Months),15-(1-2 Years),18-(2-3 Years),21-(3-4 Years),24-(4-5 Years)",yellow,1,TRUE,Mirror Embroidery Chaniya Choli- Yellow,45,60,,TRUE,products-page,BownBee Short Sleeves Mirror Work Kacchi Style Choli With Lehenga & Dupatta - Yellow,Cotton,Sleeveless,Halter Neck,Woven,With Dupatta,Dryclean,Ethnic,Elastic,Regular
62,variable,SS21LC12PI,Block Print Cold Shoulder Lehenga Choli- Pink,girls,productimages/SS21LC12PI-4.JPG,"12-(1-2 Years),15-(2-3 Years),18-(3-4 Years),24-(5-6 Years),27-(6-7 Years)",pink,1,TRUE,Block Print Cold Shoulder Lehenga Choli- Pink,45,60,,TRUE,products-page,BownBee Block Print Cold Shoulder Half Sleeves Choli With Lehenga - Pink,Cotton,Half sleeves,Off Shoulder,Woven,Single,Dryclean,Ethnic,Elastic,Regular
63,variable,SS21LC12BP,Block Print Cold Shoulder Lehenga Choli- Light Pink,girls,productimages/SS21LC12BP-3.JPG,"12-(1-2 Years),15-(2-3 Years),18-(3-4 Years),21-(4-5 Years),24-(5-6 Years)",light pink,1,TRUE,Block Print Cold Shoulder Lehenga Choli- Light Pink,45,60,,TRUE,products-page,BownBee Block Print Cold Shoulder Half Sleeves Choli With Leheriya Lehenga - Pink,Cotton,Half sleeves,Off Shoulder,Woven,Single,Dryclean,Ethnic,Elastic,Regular
64,variable,SS21LC12WH,Block Print Cold Shoulder Lehenga Choli- White,girls,productimages/SS21LC12WH-2.JPG,"12-(1-2 Years),15-(2-3 Years),24-(5-6 Years)",white,1,TRUE,Block Print Cold Shoulder Lehenga Choli- White,45,60,,TRUE,products-page,BownBee Half Sleeves Block Print Cold Shoulder Choli With Lehenga - White,Cotton,Half sleeves,Off Shoulder,Woven,Single,Dryclean,Ethnic,Elastic,Regular
66,variable,DW20LC13YW,Block Print Front Open Cotton Skirt Top-Yellow,girls,productimages/DW20LC13YW-2.JPG,"8-(3-6 Months),10-(6-12 Months),12-(1-2 Years),18-(3-4 Years),21-(4-5 Years),24-(5-6 Years)",yellow,1,TRUE,Block Print Front Open Cotton Skirt Top-Yellow,45,60,,TRUE,products-page,Bownbee Half Sleeves Block Print Front Open Choli With Ghagra - Yellow,Cotton,Half sleeves,Round Neck,Woven,Single,Dryclean,Ethnic,Elastic,Regular
